0,1,2,3,4,5,6
0.6564304360831901,0.47113437132064884,0.768270671360571,0.9642989730519026,0.6682096293381419,0.5016269710299831,0.8179068528307053
0.6321674453515826,0.8455545739735288,0.9062138454454902,0.7656742416662174,0.30314532372437963,0.8005483539266819,0.9594745545933048
0.11415030798099834,0.582314988714296,0.0396860025927378,0.7175306375683532,0.14595218602645155,0.5394102104795508,0.49737407413288226
0.8424899716452342,0.9589539116205119,0.10509397287467803,0.8018801760062777,0.9094022071250185,0.18081494512889085,0.9187146819789077
0.8109971109385081,0.18075610414861942,0.8775169506660552,0.8687665213278188,0.008696658734498874,0.16766764117120492,0.4590385449825507
0.7309921309520424,0.8652217197616062,0.1438627440353234,0.42826127851439066,0.061302836628645996,0.8441554697081909,0.7251190057325417
0.5019593715070311,0.9086450630575756,0.8892141829940908,0.13604575452092138,0.519616625733472,0.377105375972989,0.7265225502039634
0.9524250851660384,0.44688307740218314,0.8015214518419909,0.1551917449279352,0.2522281365163851,0.3677093061248714,0.8169415390447518
0.6733693594622127,0.546628160237195,0.6888902071485423,0.47373364378774163,0.623008391137394,0.6019935131475966,0.15328538209119225
0.8775050317776627,0.39162474274532133,0.13511678907961833,0.7751402752277917,0.4437128418339752,0.09911903031787683,0.307448140178303
0.1703873299746237,0.2079211617311042,0.6158907256067384,0.7939572342331699,0.1282076967795639,0.05127564805799134,0.6061228177274637
0.07022592866029209,0.2125570590603837,0.34949461296278617,0.033787346305594324,0.5518041096166614,0.6602522852117492,0.8917580987144829
0.9951375828195489,0.47150863911368734,0.1506392261981958,0.7672568257109676,0.5467317638781128,0.3336204273333869,0.7507799510894512
0.17742898393135476,0.14867012521013767,0.8626872990015084,0.9317998560447422,0.26882302110813827,0.6019396850839748,0.4928296584547093
0.049853850046546855,0.543310110764772,0.4060689306712367,0.6173496005956258,0.3594748813106865,0.12761369932094002,0.17270699536924972
0.5602057714895581,0.8921162475819511,0.5072166163053295,0.03025854746428891,0.2736938723112684,0.8838919055092512,0.08048647051603952
0.49392652651185465,0.5782646491351363,0.4031221720952167,0.14011421691069792,0.5561385342501647,0.5959112351651671,0.502834223764669
0.7798248816630254,0.999061978150895,0.05911122870778862,0.5090225510341353,0.7093926370786492,0.41489925260859073,0.8621957595265981
0.10113933810222864,0.46808068857577145,0.9522181495128081,0.2010098010785908,0.8196625301697592,0.5408707438694756,0.7628874793474907
0.7469167673941809,0.7732025709970297,0.3123018648950613,0.6300155836826409,0.13526774091608562,0.2048891215945139,0.0679356718541253
0.28876215775645053,0.9325056843122229,0.995556578914085,0.2723595518974883,0.4430170561203398,0.7250462454442343,0.007695453578287714
0.6989160852165442,0.49623785052218294,0.35557644288345036,0.14487925439665927,0.1628951189218839,0.971148402033383,0.19855775656687535
0.5846635598588381,0.19916712770164835,0.4657271584098581,0.895250103742257,0.24275056037183895,0.5897165102915732,0.7960316846069967
0.5109429776542339,0.6165071082974479,0.06750425753614442,0.00040220302139992725,0.22763203068541205,0.8053821081335418,0.9208996546578551
0.7670488587200177,0.019687950118003728,0.25162336498099436,0.7068127860412593,0.07035828075205663,0.09081608912419126,0.8790490730558751
0.7367950425612163,0.784306146252118,0.43555674870159566,0.4473151777799539,0.2771436726133649,0.5585880838333297,0.6808071193445275
0.36483468926695684,0.2865880465694314,0.7632123112035762,0.46839937535293474,0.3687085409068419,0.5783847481980425,0.06712185094918877
0.33340283689097716,0.016279703594413775,0.35473317395006043,0.4728205858475142,0.29709722271238015,0.6236445805608076,0.2811657441575155
0.3518836599010623,0.9491447741425962,0.69025812594055,0.25183691999287305,0.20992342213936954,0.5367563940703151,0.5579807513609238
0.9651388747415316,0.8697443593028503,0.22295048283368069,0.0428345167251698,0.4073404677944221,0.3582469908719842,0.976277856335275
